Size,Channels,Threads,Time_s
512,64,8,0.135962
512,64,8,0.126012
512,64,8,0.141312
512,64,8,0.136197
512,64,16,0.114192
512,64,16,0.0933036
512,64,16,0.10486
512,64,16,0.0940601
512,64,16,0.0946365
512,64,16,0.0976413
512,64,16,0.0943047
512,64,16,0.0943162
512,64,16,0.0968672
512,64,16,0.0953772
512,64,16,0.0917265
512,64,16,0.0952061
512,64,16,0.0961923
512,64,16,0.101724
512,64,16,0.093328
512,64,16,0.0956705
512,64,16,0.0956152
512,64,16,0.0938718
512,64,16,0.0943493
512,64,16,0.0953795
512,64,16,0.0930555
512,64,16,0.0942218
512,64,16,0.0958279
512,64,16,0.103594
512,64,16,0.0925186
512,64,16,0.0944061
512,64,16,0.0965724
512,64,16,0.0943353
512,64,16,0.0945581
512,64,16,0.0962889
512,64,16,0.0969046
512,64,16,0.0953232
512,64,16,0.0921997
512,64,16,0.0983291
512,64,16,0.0987676
512,64,16,0.0961986
512,64,16,0.0936684
512,64,16,0.0946964
512,64,16,0.0975797
512,64,16,0.0981437
512,64,16,0.0947185
